freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,AFR_OTH,TOTAL,N_GE1,NR,EL	: u	: u	12205 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	15090 u
A,AFR_OTH,TOTAL,N_GE1,NR,ES	807233 	774481 	777849 	731443 b	833356 	887468 	1030465 	1057285 	189482 	257290 	916002 	1443381 	1610000 
A,AFR_OTH,TOTAL,N_GE1,NR,EU27_2020	9535441 e	9085549 e	8992463 	7632859 	6087890 	9256381 	10167789 	10902108 	2709375 	3109826 	8066485 	11208234 e	14582782 
A,AFR_OTH,TOTAL,N_GE1,NR,FI	107855 bu	78504 u	: u	: u	: u	: u	: u	102741 u	: u	: u	88782 u	: u	94335 u
A,AFR_OTH,TOTAL,N_GE1,NR,FR	2450490 	2227370 	2019662 	1430812 	1177540 	1839802 	2117927 	2348778 	903607 	603868 	1869555 	2782499 	3974736 
A,AFR_OTH,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE1,NR,HU	64452 	57105 	51265 	31620 	25855 	62766 	49170 	119424 	8950 u	32806 	49274 	73984 	112972 
A,AFR_OTH,TOTAL,N_GE1,NR,IE	46012 u	52426 	57319 u	55687 	35205 u	41309 u	32440 u	40681 u	25824 u	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE1,NR,IT	958276 	602538 	925293 bu	942033 u	463055 u	: u	380487 u	863889 u	: u	: u	554425 	804790 	585032 
A,AFR_OTH,TOTAL,N_GE1,NR,LT	22719 	21316 	37892 	28204 	25531 	39103 	66288 	80408 	19493 	33019 	58427 	79172 	74656 
A,AFR_OTH,TOTAL,N_GE1,NR,LU	36526 	40494 	35239 	26023 	27394 	42921 	41983 	44972 	20577 	30032 	69687 	75804 	82787 
A,AFR_OTH,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	32933 u	59958 u	67235 u
A,AFR_OTH,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE1,NR,MT	9547 	12264 	9163 bu	: u	: u	: u	8785 u	9117 u	: u	: u	: u	6643 u	12204 u
A,AFR_OTH,TOTAL,N_GE1,NR,NL	515884 b	445514 	418723 	402941 	307079 	439283 	474270 	534406 	129770 	110307 	348521 	432585 	552029 
A,AFR_OTH,TOTAL,N_GE1,NR,NO	: 	81839 u	106259 u	117285 u	104548 u	90397 u	95925 u	: 	: 	: u	: u	: u	116502 u
A,AFR_OTH,TOTAL,N_GE1,NR,PL	317854 	338093 	413193 b	408230 	194652 	227585 	294085 	326007 	67771 	143743 	306135 	430771 	582657 
A,AFR_OTH,TOTAL,N_GE1,NR,PT	113523 	86373 	81589 	93469 	63719 	92332 	156645 	159932 	27504 u	31080 u	156182 	177579 	220368 
A,AFR_OTH,TOTAL,N_GE1,NR,RO	: u	: 	: u	: u	: 	: u	: u	: u	: u	26639 u	21732 u	21286 u	20139 u
A,AFR_OTH,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE1,NR,SE	: 	: 	119377 u	112322 u	170155 u	469071 	259930 	274399 u	: u	: u	: u	: 	: u
A,AFR_OTH,TOTAL,N_GE1,NR,SI	26311 u	23297 u	22855 u	: u	: u	: u	23531 u	: u	: u	: u	35237 u	41262 u	26933 u
A,AFR_OTH,TOTAL,N_GE1,NR,SK	163805 u	: u	: u	: u	: u	: u	104756 u	162151 u	: u	: u	71329 u	159171 u	179749 u
A,AFR_OTH,TOTAL,N_GE1,NR,UK	1904937 	2004917 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,AT	181324 	197549 	218169 	247280 	109699 	186921 	234791 	244191 	51512 u	: u	224591 	271895 	302167 
A,AFR_OTH,TOTAL,N_GE4,NR,BE	412420 	516634 	378773 	379997 	290080 	445314 b	500684 	559152 	183180 	178542 	491353 	588405 	628200 
A,AFR_OTH,TOTAL,N_GE4,NR,BG	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE4,NR,CH	413802 	358749 	242126 	200374 u	190875 u	337990 	296740 	401292 	159101 u	191098 u	207285 u	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE4,NR,CZ	355770 	263460 	270261 	172287 	166658 u	339432 	369150 	407685 	: u	194981 	600900 	583835 	626633 
A,AFR_OTH,TOTAL,N_GE4,NR,DE	2462586 	2696457 	2755422 	2065446 	1919700 	3380739 	3715623 	3135587 	598101 u	985832 u	1636701 	2610245 	3862994 
A,AFR_OTH,TOTAL,N_GE4,NR,DK	211737 	112195 bu	129848 u	116869 u	96050 u	93344 u	65506 u	169052 u	: u	: u	119954 u	151198 u	171462 u
A,AFR_OTH,TOTAL,N_GE4,NR,EA20	7998130 	7522314 	7477217 	6210776 	4987520 	7404999 	8562361 	8915971 	2283505 	2519656 	6370945 	9102346 	10825844 
A,AFR_OTH,TOTAL,N_GE4,NR,EE	40237 u	26733 u	24429 u	25048 u	: u	21538 u	45857 u	44156 u	25528 u	31714 u	32291 u	54168 	52234 u
A,AFR_OTH,TOTAL,N_GE4,NR,EL	: u	: u	12205 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	13794 u
A,AFR_OTH,TOTAL,N_GE4,NR,ES	596991 	611052 	584070 	591937 b	633639 	689087 	826022 	829343 	166075 	251657 	789648 	1252855 	1292564 
A,AFR_OTH,TOTAL,N_GE4,NR,EU27_2020	9061688 e	8408505 e	8457460 	7041211 	5640903 	8578543 	9584884 	10216980 	2516082 	2990363 	7579130 	10475835 e	12773412 
A,AFR_OTH,TOTAL,N_GE4,NR,FI	107855 bu	78504 u	: u	: u	: u	: u	: u	102741 u	: u	: u	88782 u	: u	94335 u
A,AFR_OTH,TOTAL,N_GE4,NR,FR	2292881 	2075213 	1824470 	1299698 	1078532 	1649647 	1872745 	2109729 	813414 	550749 	1731071 	2496135 	2803274 
A,AFR_OTH,TOTAL,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE4,NR,HU	63626 	56896 	50882 	30977 	25155 	62400 	49170 	118220 	8950 u	32806 	46720 	72490 	112972 
A,AFR_OTH,TOTAL,N_GE4,NR,IE	46012 u	44368 u	51410 u	50529 u	34296 u	40511 u	32440 u	39727 u	23439 u	: u	: u	: u	: u
A,AFR_OTH,TOTAL,N_GE4,NR,IT	949814 	544390 	883134 bu	873549 u	403717 u	: u	375709 u	829583 u	: u	: u	531176 u	679778 u	507519 u
A,AFR_OTH,TOTAL,N_GE4,NR,LT	19683 	20229 	37525 	28204 	25531 	39103 	65897 	78247 	19355 	31950 	58237 	71978 	73875 
A,AFR_OTH,TOTAL,N_GE4,NR,LU	34844 	39507 	33088 	25134 	25345 	34270 	39809 	41872 	19662 	29797 	67650 	74124 	78852 
A,AFR_OTH,TOTAL,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	32933 u	54056 u	67235 u
A,AFR_OTH,TOTAL,N_GE4,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,MT	7593 	10542 	8300 bu	: u	: u	: u	7352 u	7966 u	: u	: u	: u	5505 u	11631 u
A,AFR_OTH,TOTAL,N_GE4,NR,NL	514117 b	418166 	405524 	390713 	291492 	427414 	444359 	484134 	126533 	107721 	339500 	428238 	529049 
A,AFR_OTH,TOTAL,N_GE4,NR,NO	: 	73809 u	87389 u	110933 u	92099 u	79547 u	83412 u	: 	: 	: u	: u	: u	112466 u
A,AFR_OTH,TOTAL,N_GE4,NR,PL	314685 	338093 	410694 b	406254 	194350 	225112 	287212 	322964 	67771 	143618 	305003 	428930 	581417 
A,AFR_OTH,TOTAL,N_GE4,NR,PT	102148 	85186 	79113 	87810 	55093 	87127 	152193 	145823 	24243 u	31080 u	152271 	168444 	197878 
A,AFR_OTH,TOTAL,N_GE4,NR,RO	: u	: 	: u	: u	: 	: u	: u	: u	: u	26639 u	21732 u	21286 u	20139 u
A,AFR_OTH,TOTAL,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AFR_OTH,TOTAL,N_GE4,NR,SE	: 	: 	113008 u	102411 u	170155 u	447406 	247864 	249878 u	: u	: u	: u	: 	: u
A,AFR_OTH,TOTAL,N_GE4,NR,SI	25692 u	21468 u	22098 u	: u	: u	: u	23531 u	: u	: u	: u	32419 u	40019 u	25952 u
A,AFR_OTH,TOTAL,N_GE4,NR,SK	163805 u	: u	: u	: u	: u	: u	104756 u	162151 u	: u	: u	71329 u	156424 u	179749 u
A,AFR_OTH,TOTAL,N_GE4,NR,UK	1841933 	1932166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N1-3,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N1-3,NR,AT	: u	: 	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,AME,PER,N1-3,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AME,PER,N1-3,NR,CH	: u	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AME,PER,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: 
A,AME,PER,N1-3,NR,DK	: 	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u	: u	: u
A,AME,PER,N1-3,NR,EA20	301167 	129802 u	148580 u	222122 u	172527 u	278881 	319714 u	160068 u	30651 u	60722 u	81730 u	321394 	107368 u
A,AME,PER,N1-3,NR,EE	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N1-3,NR,EL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N1-3,NR,ES	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,AME,PER,N1-3,NR,EU27_2020	332437 e	200166 e	191450 	266437 	217093 u	303117 	321702 	177028 u	41562 u	66896 u	94749 u	333255 e	122367 
A,AME,PER,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: 	: u	: 
A,AME,PER,N1-3,NR,FR	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N1-3,NR,HR	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: 	: u	: 
A,AME,PER,N1-3,NR,HU	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: 	: 	: 
A,AME,PER,N1-3,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PER,N1-3,NR,IT	: 	: u	: 	: 	: 	: u	: u	: u	: 	: u	: 	: 	: 
A,AME,PER,N1-3,NR,LT	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u	: 	: 	: u
A,AME,PER,N1-3,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AME,PER,N1-3,NR,LV	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AME,PER,N1-3,NR,MT	: u	: u	: 	: 	: 	: u	: u	: u	: u	: 	: 	: 	: u
A,AME,PER,N1-3,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N1-3,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u	: u
A,AME,PER,N1-3,NR,PL	: 	: 	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u	: u
A,AME,PER,N1-3,NR,PT	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AME,PER,N1-3,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER,N1-3,NR,SE	: 	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 
A,AME,PER,N1-3,NR,SI	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: 	: u
A,AME,PER,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: u	: 
A,AME,PER,N1-3,NR,UK	45475 	38574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,AL	: 	: 	: 	: 	: 	20879 	: 	21367 u	: u	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,AT	237757 	227448 	254578 	253753 	285377 	288805 	256818 	246749 	39692 u	: u	187680 	272379 	298460 
A,AME,PER,N_GE1,NR,BE	255950 	268267 	297544 	248754 	288581 	301678 b	357505 	368991 	79250 u	80120 u	228544 	369893 	360714 
A,AME,PER,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE1,NR,CH	509305 	532609 	519162 	501130 	605318 	538554 	546368 	483841 	96462 u	147145 u	309670 u	: 	: 
A,AME,PER,N_GE1,NR,CY	13948 bu	18207 u	: u	14453 u	27774 u	: u	: u	: u	: 	: 	: u	24462 u	: u
A,AME,PER,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	116469 u	: u	: u	: u	85371 u	73146 u	95164 u
A,AME,PER,N_GE1,NR,DE	3368312 	3458206 	2997894 	3371960 	3390128 	4134258 	4165373 	3759596 	678104 u	829985 u	2645003 	2970147 	3986454 
A,AME,PER,N_GE1,NR,DK	288624 	271379 b	290291 	254459 	302952 	238515 	173153 	415846 	: u	: u	144451 u	185921 u	337319 
A,AME,PER,N_GE1,NR,EA20	9065672 	8675990 	8153063 	8469810 	9832503 	10158063 	10672190 	10240046 	2362539 	2251623 	8153449 	9021479 	10584444 
A,AME,PER,N_GE1,NR,EE	: u	: u	: u	25096 u	24460 u	: u	29235 u	23433 u	: u	: u	: u	: u	27260 u
A,AME,PER,N_GE1,NR,EL	: u	21454 u	13988 u	: u	22203 u	28505 u	25861 	32944 u	: u	: u	26637 u	53623 	25348 u
A,AME,PER,N_GE1,NR,ES	881273 	856694 	829543 	1012116 b	1181812 	999093 	1176180 	1119870 	337291 	452334 	1332311 	1198995 	1406330 
A,AME,PER,N_GE1,NR,EU27_2020	10110404 e	9780299 e	9300427 	9620736 	10995986 	11853423 	12185572 	11773028 	2789573 	2476030 	9201284 	10230149 e	11897546 
A,AME,PER,N_GE1,NR,FI	167715 b	137840 u	212474 	179515 u	210898 	161917 u	168058 u	153425 u	: u	: u	140898 u	112568 u	141696 u
A,AME,PER,N_GE1,NR,FR	1765707 	1910102 	1821509 	1484044 	1728092 	1809859 	1882354 	2131098 	489953 	294441 	1477308 	1804619 	2048745 
A,AME,PER,N_GE1,NR,HR	: u	: u	: u	72159 u	: u	: u	23776 u	: u	: u	: u	: u	34438 u	27447 u
A,AME,PER,N_GE1,NR,HU	80082 	102310 	108583 	102123 	115633 	111897 	112473 	204899 	40821 	16513 	38045 	74775 	100242 
A,AME,PER,N_GE1,NR,IE	348678 	338876 	375606 	347202 	382459 	453821 	457858 	451513 	125174 	: u	371489 	514622 	478417 
A,AME,PER,N_GE1,NR,IT	900893 	531565 	: u	437285 u	1255109 	571638 u	796970 u	567614 u	: u	: u	300059 u	396824 u	436887 u
A,AME,PER,N_GE1,NR,LT	23959 	21370 	21466 	20372 	19824 	19903 	14524 	15975 	3330 u	3166 u	11033 u	10511 u	11645 
A,AME,PER,N_GE1,NR,LU	39853 	45470 	40364 	43303 	45831 	63117 	56776 	61458 	12824 u	13081 u	60608 	64364 	65044 
A,AME,PER,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE1,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AME,PER,N_GE1,NR,MT	4308 	3293 	7326 bu	: u	4387 u	: u	7972 u	9974 u	: u	: u	6814 u	7749 u	12699 
A,AME,PER,N_GE1,NR,NL	874100 b	701150 	770848 	808737 	846635 	1016438 	975052 	989614 	308126 	323227 	1104859 	887532 	953298 
A,AME,PER,N_GE1,NR,NO	: 	252623 	342958 	315815 	313416 	358665 	275008 	: 	: 	: u	237545 	170546 u	219226 
A,AME,PER,N_GE1,NR,PL	111784 u	173179 	176766 b	199220 	227046 	230276 	244451 	266050 	88420 	86196 	235268 	291082 	311563 
A,AME,PER,N_GE1,NR,PT	78348 	58077 	79719 	81771 	47984 	144925 	136550 	148310 	26356 u	52894 	158856 	185435 	174546 
A,AME,PER,N_GE1,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE1,NR,SE	: 	: 	501574 	512754 	435934 	1047586 	854943 	568972 	203331 u	: u	: u	: 	: u
A,AME,PER,N_GE1,NR,SI	: u	: u	: u	: u	29551 u	: u	: u	: u	: u	: u	: u	: u	31072 u
A,AME,PER,N_GE1,NR,SK	: u	: u	: u	: u	: u	: u	81430 u	90375 u	: u	: u	: u	71518 u	: u
A,AME,PER,N_GE1,NR,UK	3926340 	3945284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,AL	: 	: 	: 	: 	: 	20304 	: 	21367 u	: u	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,AT	235245 	227448 	252841 	235966 	279238 	278861 	246747 	246749 	39692 u	: u	186414 	268939 	291315 
A,AME,PER,N_GE4,NR,BE	253399 	266832 	294326 	245731 	280343 	297830 b	354957 	361832 	75769 u	78739 u	228544 	339841 	357615 
A,AME,PER,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,CH	503757 	532609 	519162 	501130 	605318 	530874 	546368 	476972 	90904 u	147145 u	309670 u	: 	: 
A,AME,PER,N_GE4,NR,CY	13948 bu	18207 u	: u	14453 u	27774 u	: u	: u	: u	: 	: 	: u	24462 u	: u
A,AME,PER,N_GE4,NR,CZ	: u	: u	: u	: u	: u	: u	116469 u	: u	: u	: u	85371 u	73146 u	95164 u
A,AME,PER,N_GE4,NR,DE	3138325 	3400341 	2887697 	3216695 	3278540 	4007601 	3957236 	3668376 	678104 u	824148 u	2631303 	2818112 	3986454 
A,AME,PER,N_GE4,NR,DK	288624 	230595 b	280061 	251480 	290100 	236263 	173153 	408123 	: u	: u	139559 u	182282 u	323437 
A,AME,PER,N_GE4,NR,EA20	8764505 	8546188 	8004484 	8247689 	9659976 	9879182 	10352477 	10079978 	2331887 	2190902 	8071719 	8700086 	10477076 
A,AME,PER,N_GE4,NR,EE	: u	: u	: u	25096 u	: u	: u	29235 u	23433 u	: u	: u	: u	: u	27260 u
A,AME,PER,N_GE4,NR,EL	: u	20645 u	13988 u	: u	22203 u	28505 u	25861 	32944 u	: u	: u	26637 u	53623 	25348 u
A,AME,PER,N_GE4,NR,ES	868606 	849011 	817163 	1003720 b	1163413 	994463 	1168479 	1115820 	337291 	451561 	1332311 	1186993 	1393586 
A,AME,PER,N_GE4,NR,EU27_2020	9777966 e	9580133 e	9108977 	9354299 	10778893 	11550307 	11863870 	11596000 	2748011 	2409135 	9106535 	9896894 e	11775179 
A,AME,PER,N_GE4,NR,FI	167715 b	137840 u	212474 	179515 u	210898 	161917 u	164305 u	153425 u	: u	: u	140898 u	100150 u	141696 u
A,AME,PER,N_GE4,NR,FR	1738727 	1903389 	1815742 	1462738 	1717500 	1787444 	1862077 	2093236 	474568 	277358 	1458902 	1741622 	1989972 
A,AME,PER,N_GE4,NR,HR	: u	: u	: u	70966 u	: u	: u	22886 u	: u	: u	: u	: u	32249 u	27447 u
A,AME,PER,N_GE4,NR,HU	78995 	102310 	108145 	101477 	115405 	109941 	112473 	204465 	40821 	16097 	38045 	74775 	100242 
A,AME,PER,N_GE4,NR,IE	335921 	334523 	366079 	338227 	376941 	435195 	436576 	443685 	118100 	: u	357144 	501797 	474034 
A,AME,PER,N_GE4,NR,IT	900893 	502892 	: u	437285 u	1255109 	515629 u	766666 u	562170 u	: u	: u	300059 u	396824 u	436887 u
A,AME,PER,N_GE4,NR,LT	22207 	21188 	21095 	20209 	19824 	19903 	14524 	15832 	3186 u	3002 u	11033 u	10511 u	11195 
A,AME,PER,N_GE4,NR,LU	38547 	44760 	39623 	42414 	45680 	60986 	56202 	60871 	12556 u	13081 u	59090 	63085 	62724 
A,AME,PER,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,ME	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AME,PER,N_GE4,NR,MT	4147 	3235 	7326 bu	: u	4387 u	: u	7903 u	9613 u	: u	: u	6814 u	7749 u	11968 u
A,AME,PER,N_GE4,NR,NL	868872 b	685534 	767027 	803764 	841649 	987302 	971542 	986540 	304369 	317191 	1074264 	861233 	942030 
A,AME,PER,N_GE4,NR,NO	: 	232825 	326037 	309847 	298977 	343447 	267585 	: 	: 	: u	223924 	157998 u	213219 
A,AME,PER,N_GE4,NR,PL	111784 u	173179 	173738 b	196853 	224767 	225720 	244451 	266050 	85821 	85155 	234725 	290908 	310445 
A,AME,PER,N_GE4,NR,PT	74870 	57027 	79719 	81617 	46147 	139548 	131317 	145968 	26356 u	52894 	158143 	182873 	173227 
A,AME,PER,N_GE4,NR,RO	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AME,PER,N_GE4,NR,SE	: 	: 	472399 	474430 	406728 	1032114 	852956 	560169 	195019 u	: u	: u	: 	: u
A,AME,PER,N_GE4,NR,SI	: u	: u	: u	: u	28033 u	: u	: u	: u	: u	: u	: u	: u	28481 u
A,AME,PER,N_GE4,NR,SK	: u	: u	: u	: u	: u	: u	76066 u	90375 u	: u	: u	: u	68222 u	: u
A,AME,PER,N_GE4,NR,UK	3880865 	3906710 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,AT	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,BE	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u
A,AME,PER_VFR,N1-3,NR,DE	: u	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: u	: 
A,AME,PER_VFR,N1-3,NR,DK	: 	: u	: 	: 	: u	: 	: 	: u	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,EA20	70688 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,ES	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u	: u
A,AME,PER_VFR,N1-3,NR,EU27_2020	74630 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,FR	: 	: 	: 	: u	: 	: 	: u	: u	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,HR	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,HU	: u	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,IE	: u	: u	: u	: 	: 	: u	: u	: u	: u	: 	: 	: u	: 
A,AME,PER_VFR,N1-3,NR,IT	: 	: 	: 	: 	: 	: u	: u	: 	: 	: u	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,LT	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,LU	: u	: u	: u	: u	: 	: 	: u	: 	: u	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,MT	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,NL	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,NO	: 	: u	: 	: 	: 	: u	: 	: 	: 	: 	: u	: u	: u
A,AME,PER_VFR,N1-3,NR,PL	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,PT	: u	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,AME,PER_VFR,N1-3,NR,SE	: 	: 	: u	: u	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 
A,AME,PER_VFR,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AME,PER_VFR,N1-3,NR,UK	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,AL	: 	: 	: 	: 	: 	14538 u	: 	18502 u	: u	: 	: 	: 	: 
A,AME,PER_VFR,N_GE1,NR,AT	: u	48828 u	: u	: u	63556 u	: u	: u	: u	: u	: u	28947 u	67794 u	50662 u
A,AME,PER_VFR,N_GE1,NR,BE	: u	57908 	51641 u	45247 u	50288 u	54199 bu	68445 	63370 u	: u	: u	54608 u	121090 	97324 u
A,AME,PER_VFR,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u
A,AME,PER_VFR,N_GE1,NR,CH	: u	: u	115015 u	107588 u	143883 u	141842 u	143705 u	: u	: u	: u	: u	: 	: 
A,AME,PER_VFR,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: u
A,AME,PER_VFR,N_GE1,NR,CZ	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AME,PER_VFR,N_GE1,NR,DE	: u	628580 u	606070 u	1011579 u	1008598 u	974293 u	1030818 u	717709 u	: u	: u	772629 u	911302 u	1470793 u
A,AME,PER_VFR,N_GE1,NR,DK	70879 u	98907 bu	104106 u	: u	94817 u	: u	: u	97636 u	: u	: u	: u	: u	119286 u
A,AME,PER_VFR,N_GE1,NR,EA20	1818123 	1875245 	1795489 	2275012 	2488584 	2266621 	2553800 	2046401 	695474 	845489 	2176421 	2670843 	3527086 
